unitid,year,Institute_name,Institute_city,Institute_State,Student_Origin,Gender,Ethnicity,enrolled,admitted,applied,admissions_yield,admitted_major,admitted_Level_study,awards
162689,2011,New York College,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,29,50,1339,58,Engineering,Bachelor,21
162689,2011,New York College,New York,New York,Australia,Male,Others,23,76,1068,30,Computer Science/Information Technology,Certification,13
162689,2011,New York College,New York,New York,USA,Female,White Americans,2220,4140,52525,54,Medical And Nursing,Associate,1728
162689,2011,New York College,New York,New York,Chile,Female,Hispanic or Latino Americans,216,424,5117,51,Arts and Literature,Master,104
162689,2011,New York College,New York,New York,USA,Female,African Americans,610,1054,14431,58,Engineering,Certification,348
162689,2011,New York College,New York,New York,South Korea,Female,Asian,122,293,2926,42,Medical And Nursing,Doctor,88
162689,2011,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,62,160,1490,39,Education and Training,Master,34
162689,2011,New York College,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,48,81,1160,59,Computer Science/Information Technology,Associate,25
162689,2011,New York College,New York,New York,UAE,Female,Others,59,183,1399,32,Arts and Literature,Doctor,29
162689,2012,New York College,New York,New York,USA,Male,White Americans,2184,5726,31847,38,Arts and Literature,Master,1215
162689,2012,New York College,New York,New York,Mexico,Male,Hispanic or Latino Americans,189,456,2764,41,Computer Science/Information Technology,Master,121
162689,2012,New York College,New York,New York,USA,Male,African Americans,551,1273,8042,43,Business Administration,Doctor,341
162689,2012,New York College,New York,New York,India,Male,Asian,176,388,2575,45,Computer Science/Information Technology,Certification,110
162689,2012,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,44,92,649,48,Arts and Literature,Certification,33
162689,2012,New York College,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,69,120,1014,58,Engineering,Bachelor,39
162689,2012,New York College,New York,New York,Canada,Male,Others,62,171,913,36,Medical And Nursing,Doctor,40
162689,2012,New York College,New York,New York,USA,Female,White Americans,2397,6420,43792,37,Medical And Nursing,Associate,1697
162689,2012,New York College,New York,New York,Mexico,Female,Hispanic or Latino Americans,295,610,5396,48,Economics,Bachelor,167
162689,2012,New York College,New York,New York,USA,Female,African Americans,743,1363,13580,55,Engineering,Doctor,448
162689,2012,New York College,New York,New York,China,Female,Asian,167,535,3056,31,Medical And Nursing,Bachelor,78
162689,2012,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,70,176,1294,40,Business Administration,Bachelor,51
162689,2012,New York College,New York,New York,USA,Female,Native Hawaiians and Other Pacific Islanders,44,112,820,39,Medical And Nursing,Certification,20
162689,2012,New York College,New York,New York,UAE,Female,Others,59,172,1080,34,Computer Science/Information Technology,Bachelor,36
162689,2013,New York College,New York,New York,USA,Male,White Americans,4144,7736,21172,54,Computer Science/Information Technology,Certification,2687
162689,2013,New York College,New York,New York,Chile,Male,Hispanic or Latino Americans,354,903,1810,39,Engineering,Master,251
162689,2013,New York College,New York,New York,USA,Male,African Americans,894,2146,4570,42,Business Administration,Master,550
162689,2013,New York College,New York,New York,China,Male,Asian,292,508,1497,58,Medical And Nursing,Master,217
162689,2013,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,98,199,505,49,Computer Science/Information Technology,Bachelor,53
162689,2013,New York College,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,111,356,570,31,Economics,Doctor,74
162689,2013,New York College,New York,New York,UAE,Male,Others,60,199,306,30,Engineering,Associate,47
162689,2013,New York College,New York,New York,USA,Female,White Americans,2722,6765,35459,40,Education and Training,Associate,1288
162689,2013,New York College,New York,New York,Mexico,Female,Hispanic or Latino Americans,274,866,3571,32,Engineering,Doctor,211
162689,2013,New York College,New York,New York,USA,Female,African Americans,715,1470,9324,49,Computer Science/Information Technology,Master,439
162689,2013,New York College,New York,New York,China,Female,Asian,163,353,2128,46,Computer Science/Information Technology,Master,92
162689,2013,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,80,148,1049,54,Engineering,Master,41
162689,2013,New York College,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,72,123,949,59,Economics,Doctor,51
162689,2013,New York College,New York,New York,UAE,Female,Others,93,297,1220,31,Business Administration,Bachelor,40
162689,2014,New York College,New York,New York,USA,Male,White Americans,2419,7532,19228,32,Engineering,Certification,1026
162689,2014,New York College,New York,New York,Spain,Male,Hispanic or Latino Americans,259,643,2064,40,Business Administration,Associate,110
162689,2014,New York College,New York,New York,USA,Male,African Americans,882,1903,7017,46,Economics,Certification,675
162689,2014,New York College,New York,New York,Japan,Male,Asian,225,464,1795,48,Computer Science/Information Technology,Bachelor,127
162689,2014,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,85,214,679,40,Medical And Nursing,Certification,51
162689,2014,New York College,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,79,254,633,31,Medical And Nursing,Doctor,32
162689,2014,New York College,New York,New York,Canada,Male,Others,67,202,536,33,Education and Training,Doctor,52
162689,2014,New York College,New York,New York,USA,Female,White Americans,2608,4958,50043,53,Education and Training,Master,1161
162689,2014,New York College,New York,New York,Chile,Female,Hispanic or Latino Americans,311,565,5978,55,Engineering,Master,183
162689,2014,New York College,New York,New York,USA,Female,African Americans,719,1238,13796,58,Economics,Master,521
162689,2014,New York College,New York,New York,China,Female,Asian,141,413,2717,34,Computer Science/Information Technology,Associate,95
162689,2014,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,43,127,832,34,Business Administration,Master,32
162689,2014,New York College,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,61,145,1186,42,Economics,Bachelor,33
162689,2014,New York College,New York,New York,Australia,Female,Others,65,143,1265,46,Economics,Master,47
162689,2015,New York College,New York,New York,USA,Male,White Americans,1873,5571,31189,34,Business Administration,Associate,858
162689,2015,New York College,New York,New York,Spain,Male,Hispanic or Latino Americans,185,486,3106,38,Economics,Doctor,147
162689,2015,New York College,New York,New York,USA,Male,African Americans,540,1058,8989,51,Economics,Certification,279
162689,2015,New York College,New York,New York,Japan,Male,Asian,145,391,2429,37,Medical And Nursing,Certification,96
162689,2015,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,30,52,515,58,Medical And Nursing,Certification,13
162689,2015,New York College,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,45,149,758,30,Education and Training,Master,33
162689,2015,New York College,New York,New York,UAE,Male,Others,45,120,755,37,Education and Training,Certification,33
162689,2015,New York College,New York,New York,USA,Female,White Americans,2806,8702,17232,32,Engineering,Master,1224
162689,2015,New York College,New York,New York,Colombia,Female,Hispanic or Latino Americans,321,694,1972,46,Computer Science/Information Technology,Master,140
162689,2015,New York College,New York,New York,USA,Female,African Americans,936,2759,5748,34,Economics,Certification,514
162689,2015,New York College,New York,New York,South Korea,Female,Asian,166,502,1021,33,Computer Science/Information Technology,Master,72
162689,2015,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,87,259,539,34,Medical And Nursing,Associate,58
162689,2015,New York College,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,93,300,572,31,Engineering,Associate,50
162689,2015,New York College,New York,New York,Australia,Female,Others,97,199,603,49,Medical And Nursing,Bachelor,76
162689,2016,New York College,New York,New York,USA,Male,White Americans,3314,9169,46880,36,Economics,Bachelor,1875
162689,2016,New York College,New York,New York,Colombia,Male,Hispanic or Latino Americans,597,1930,8444,31,Economics,Doctor,476
162689,2016,New York College,New York,New York,USA,Male,African Americans,1016,2200,14381,46,Engineering,Certification,728
162689,2016,New York College,New York,New York,India,Male,Asian,297,672,4204,44,Computer Science/Information Technology,Certification,222
162689,2016,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,69,151,989,46,Medical And Nursing,Master,34
162689,2016,New York College,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,76,127,1089,60,Education and Training,Master,56
162689,2016,New York College,New York,New York,Canada,Male,Others,88,189,1251,47,Computer Science/Information Technology,Doctor,65
162689,2016,New York College,New York,New York,USA,Female,White Americans,3217,6220,39692,52,Business Administration,Master,1854
162689,2016,New York College,New York,New York,Colombia,Female,Hispanic or Latino Americans,449,774,5550,58,Education and Training,Master,313
162689,2016,New York College,New York,New York,USA,Female,African Americans,911,1708,11244,53,Business Administration,Certification,713
162689,2016,New York College,New York,New York,India,Female,Asian,219,580,2714,38,Medical And Nursing,Certification,170
162689,2016,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,67,196,837,34,Education and Training,Bachelor,41
162689,2016,New York College,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,54,139,669,39,Business Administration,Master,38
162689,2016,New York College,New York,New York,UAE,Female,Others,69,210,857,33,Business Administration,Master,35
162689,2017,New York College,New York,New York,USA,Male,White Americans,3050,6402,36453,48,Medical And Nursing,Bachelor,2384
162689,2017,New York College,New York,New York,Spain,Male,Hispanic or Latino Americans,501,836,5989,60,Medical And Nursing,Master,232
162689,2017,New York College,New York,New York,USA,Male,African Americans,897,1758,10720,51,Engineering,Doctor,398
162689,2017,New York College,New York,New York,Japan,Male,Asian,232,537,2775,43,Computer Science/Information Technology,Bachelor,175
162689,2017,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,64,184,772,35,Medical And Nursing,Master,42
162689,2017,New York College,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,57,124,687,46,Medical And Nursing,Bachelor,30
162689,2017,New York College,New York,New York,Australia,Male,Others,60,137,721,44,Business Administration,Certification,32
162689,2017,New York College,New York,New York,USA,Female,White Americans,1470,2621,50155,56,Arts and Literature,Doctor,1113
162689,2017,New York College,New York,New York,Mexico,Female,Hispanic or Latino Americans,233,571,7964,41,Education and Training,Certification,127
162689,2017,New York College,New York,New York,USA,Female,African Americans,422,773,14410,55,Medical And Nursing,Master,279
162689,2017,New York College,New York,New York,South Korea,Female,Asian,115,290,3945,40,Medical And Nursing,Certification,49
162689,2017,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,30,73,1063,41,Medical And Nursing,Certification,12
162689,2017,New York College,New York,New York,USA,Female,Native Hawaiians and Other Pacific Islanders,29,53,1041,55,Engineering,Associate,20
162689,2017,New York College,New York,New York,UAE,Female,Others,35,91,1209,38,Economics,Bachelor,18
162689,2018,New York College,New York,New York,USA,Male,White Americans,2323,7615,65553,31,Computer Science/Information Technology,Associate,1630
162689,2018,New York College,New York,New York,Argentina,Male,Hispanic or Latino Americans,255,547,7218,47,Education and Training,Certification,103
162689,2018,New York College,New York,New York,USA,Male,African Americans,615,1300,17376,47,Economics,Certification,434
162689,2018,New York College,New York,New York,China,Male,Asian,155,516,4393,30,Computer Science/Information Technology,Associate,123
162689,2018,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,51,99,1448,52,Medical And Nursing,Certification,40
162689,2018,New York College,New York,New York,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,67,116,1907,58,Business Administration,Bachelor,26
162689,2018,New York College,New York,New York,UAE,Male,Others,63,173,1799,36,Education and Training,Doctor,49
162689,2018,New York College,New York,New York,USA,Female,White Americans,2864,6752,43219,42,Business Administration,Bachelor,1441
162689,2018,New York College,New York,New York,Chile,Female,Hispanic or Latino Americans,342,1037,5173,33,Education and Training,Doctor,202
162689,2018,New York College,New York,New York,USA,Female,African Americans,1066,2308,16094,46,Education and Training,Certification,747
162689,2018,New York College,New York,New York,India,Female,Asian,213,412,3225,52,Computer Science/Information Technology,Certification,112
162689,2018,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,85,203,1286,42,Business Administration,Associate,49
162689,2018,New York College,New York,New York,USA,Female,Native Hawaiians and Other Pacific Islanders,94,175,1433,54,Medical And Nursing,Doctor,45
162689,2018,New York College,New York,New York,Canada,Female,Others,75,156,1144,48,Medical And Nursing,Bachelor,42
